example_id                                                          | status | run_time        |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:8:1]                    | passed | 0.00015 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:9:1]                    | passed | 0.00068 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:9:2]                    | passed | 0.00081 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:10:1:1]                 | passed | 0.00021 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:10:1:2]                 | passed | 0.00017 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:10:1:3]                 | passed | 0.00024 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:10:2:1]                 | passed | 0.00025 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:10:2:2]                 | passed | 0.00024 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:10:2:3]                 | passed | 0.00021 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:10:2:4]                 | passed | 0.00022 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:10:2:5]                 | passed | 0.0011 seconds  |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:10:3:1]                 | passed | 0.00038 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:10:3:2]                 | passed | 0.00021 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:11:1]                   | passed | 0.00008 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:12:1]                   | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:13:1]                   | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:13:2]                   | passed | 0.00029 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:13:3]                   | passed | 0.00055 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:13:4]                   | passed | 0.00124 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:13:5]                   | passed | 0.00012 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:13:6]                   | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:14:1]                   | passed | 0.00014 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:14:2]                   | passed | 0.00022 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:15:1]                   | passed | 0.0002 seconds  |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:16:1]                   | passed | 0.0006 seconds  |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:17:1]                   | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:17:2:1]                 | passed | 0.15961 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:17:3:1]                 | passed | 0.00018 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:17:3:2:1:1]             | passed | 0.00348 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:17:3:2:2:1]             | passed | 0.46815 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:18:1]                   | passed | 0.00056 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:19:1]                   | passed | 0.0003 seconds  |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:20]                     | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:21]                     | passed | 0.00013 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:22:1]                   | passed | 0.00011 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:23]                     | passed | 0.00008 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:24]                     | passed | 0.00014 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:25]                     | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:26]                     | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:27]                     | passed | 0.00011 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:28]                     | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:29:1]                   | passed | 0.01196 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:29:2]                   | passed | 0.02576 seconds |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:30:1]                   | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/bitcoin_spec.rb[1:30:2]                   | passed | 0.00007 seconds |
./spec-rspec/unit/bitcoin/bloom_filter_spec.rb[1:1:1]               | passed | 0.0003 seconds  |
./spec-rspec/unit/bitcoin/bloom_filter_spec.rb[1:2:1]               | passed | 0.00021 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:1]                      | passed | 0.00688 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:2]                      | passed | 0.0081 seconds  |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:3]                      | passed | 0.00465 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:4]                      | passed | 0.00376 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:5]                      | passed | 0.00519 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:6]                      | passed | 0.00335 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:7]                      | passed | 0.00298 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:8]                      | passed | 0.00253 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:9]                      | passed | 0.00354 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:10]                     | passed | 0.00744 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:11]                     | passed | 0.00584 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:12]                     | passed | 0.00565 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:13]                     | passed | 0.02232 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:14]                     | passed | 0.03687 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:15]                     | passed | 0.00016 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:16]                     | passed | 0.00014 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:17]                     | passed | 0.00157 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:18]                     | passed | 0.00059 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:19]                     | passed | 0.00135 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:20]                     | passed | 0.00981 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:21]                     | passed | 0.01054 seconds |
./spec-rspec/unit/bitcoin/builder_spec.rb[1:22]                     | passed | 0.00585 seconds |
./spec-rspec/unit/bitcoin/contracthash_spec.rb[1:1]                 | passed | 0.02232 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:1:1]                    | passed | 0.00345 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:1:2]                    | passed | 0.00618 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:1:3]                    | passed | 0.01356 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:1:4]                    | passed | 0.01255 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:1:5]                    | passed | 0.01534 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:1:6]                    | passed | 0.0183 seconds  |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:2:1]                    | passed | 0.00314 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:2:2]                    | passed | 0.00667 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:2:3]                    | passed | 0.00978 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:2:4]                    | passed | 0.01221 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:2:5]                    | passed | 0.01495 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:2:6]                    | passed | 0.03126 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:3:1]                    | passed | 0.00693 seconds |
./spec-rspec/unit/bitcoin/ext_key_spec.rb[1:3:2]                    | passed | 0.00081 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:1]                          | passed | 0.00297 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:2]                          | passed | 0.00014 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:3]                          | passed | 0.00024 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:4]                          | passed | 0.00296 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:5]                          | passed | 0.00017 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:6]                          | passed | 0.00023 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:7]                          | passed | 0.00308 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:8]                          | passed | 0.00032 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:9]                          | passed | 0.00056 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:10]                         | passed | 0.00129 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:11]                         | passed | 0.00383 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:12]                         | passed | 0.01456 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:13]                         | passed | 0.00028 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:14]                         | passed | 0.00707 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:15]                         | passed | 0.00031 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:16]                         | passed | 0.00578 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:17]                         | passed | 0.00254 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:18]                         | passed | 2.13 seconds    |
./spec-rspec/unit/bitcoin/key_spec.rb[1:19]                         | passed | 2.17 seconds    |
./spec-rspec/unit/bitcoin/key_spec.rb[1:20]                         | passed | 0.00116 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:21:1]                       | passed | 0.80285 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:21:2]                       | passed | 0.00396 seconds |
./spec-rspec/unit/bitcoin/key_spec.rb[1:21:3]                       | passed | 1.17 seconds    |
./spec-rspec/unit/bitcoin/network_spec.rb[1:1:1]                    | passed | 0.00007 seconds |
./spec-rspec/unit/bitcoin/network_spec.rb[1:1:2]                    | passed | 0.00008 seconds |
./spec-rspec/unit/bitcoin/network_spec.rb[1:2:1]                    | passed | 0.00022 seconds |
./spec-rspec/unit/bitcoin/network_spec.rb[1:2:2]                    | passed | 0.00015 seconds |
./spec-rspec/unit/bitcoin/protocol/addr_spec.rb[1:1]                | passed | 0.00013 seconds |
./spec-rspec/unit/bitcoin/protocol/addr_spec.rb[1:2]                | passed | 0.00013 seconds |
./spec-rspec/unit/bitcoin/protocol/addr_spec.rb[2:1]                | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/protocol/addr_spec.rb[2:2]                | passed | 0.00008 seconds |
./spec-rspec/unit/bitcoin/protocol/addr_spec.rb[2:3]                | passed | 0.00011 seconds |
./spec-rspec/unit/bitcoin/protocol/addr_spec.rb[2:4]                | passed | 0.00012 seconds |
./spec-rspec/unit/bitcoin/protocol/alert_spec.rb[1:1]               | passed | 0.00215 seconds |
./spec-rspec/unit/bitcoin/protocol/aux_pow_spec.rb[1:1]             | passed | 0.0005 seconds  |
./spec-rspec/unit/bitcoin/protocol/aux_pow_spec.rb[1:2]             | passed | 0.00067 seconds |
./spec-rspec/unit/bitcoin/protocol/aux_pow_spec.rb[1:3]             | passed | 0.00076 seconds |
./spec-rspec/unit/bitcoin/protocol/aux_pow_spec.rb[1:4]             | passed | 0.00102 seconds |
./spec-rspec/unit/bitcoin/protocol/bip143_spec.rb[1:1]              | passed | 0.01346 seconds |
./spec-rspec/unit/bitcoin/protocol/bip143_spec.rb[1:2]              | passed | 0.00714 seconds |
./spec-rspec/unit/bitcoin/protocol/bip143_spec.rb[1:3]              | passed | 0.02142 seconds |
./spec-rspec/unit/bitcoin/protocol/bip143_spec.rb[1:4]              | passed | 0.04048 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:1]               | passed | 0.00325 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:2]               | passed | 0.00077 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:3]               | passed | 0.00083 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:4]               | passed | 0.00073 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:5]               | passed | 0.00077 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:6]               | passed | 0.02313 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:7]               | passed | 0.01025 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:8:1]             | passed | 0.02134 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:8:2]             | passed | 0.00156 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:8:3]             | passed | 0.00035 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:8:4]             | passed | 0.00039 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:9]               | passed | 0.00077 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:10]              | passed | 0.00068 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:11]              | passed | 0.00113 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:12]              | passed | 0.02722 seconds |
./spec-rspec/unit/bitcoin/protocol/block_spec.rb[1:13]              | passed | 0.00087 seconds |
./spec-rspec/unit/bitcoin/protocol/getblocks_spec.rb[1:1]           | passed | 0.00013 seconds |
./spec-rspec/unit/bitcoin/protocol/getblocks_spec.rb[1:2]           | passed | 0.00017 seconds |
./spec-rspec/unit/bitcoin/protocol/inv_spec.rb[1:1]                 | passed | 0.0002 seconds  |
./spec-rspec/unit/bitcoin/protocol/inv_spec.rb[1:2]                 | passed | 0.00014 seconds |
./spec-rspec/unit/bitcoin/protocol/inv_spec.rb[1:3]                 | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/protocol/inv_spec.rb[1:4]                 | passed | 0.00011 seconds |
./spec-rspec/unit/bitcoin/protocol/inv_spec.rb[1:5]                 | passed | 0.00017 seconds |
./spec-rspec/unit/bitcoin/protocol/inv_spec.rb[1:6]                 | passed | 0.00017 seconds |
./spec-rspec/unit/bitcoin/protocol/inv_spec.rb[1:7]                 | passed | 0.00014 seconds |
./spec-rspec/unit/bitcoin/protocol/notfound_spec.rb[1:1]            | passed | 0.00012 seconds |
./spec-rspec/unit/bitcoin/protocol/notfound_spec.rb[1:2]            | passed | 0.00014 seconds |
./spec-rspec/unit/bitcoin/protocol/parser_spec.rb[1:1]              | passed | 0.00046 seconds |
./spec-rspec/unit/bitcoin/protocol/parser_spec.rb[1:2]              | passed | 0.00019 seconds |
./spec-rspec/unit/bitcoin/protocol/parser_spec.rb[1:3]              | passed | 0.00752 seconds |
./spec-rspec/unit/bitcoin/protocol/parser_spec.rb[1:4]              | passed | 0.00016 seconds |
./spec-rspec/unit/bitcoin/protocol/partial_merkle_tree_spec.rb[1:1] | passed | 0.00117 seconds |
./spec-rspec/unit/bitcoin/protocol/ping_spec.rb[1:1]                | passed | 0.00115 seconds |
./spec-rspec/unit/bitcoin/protocol/ping_spec.rb[1:2]                | passed | 0.00012 seconds |
./spec-rspec/unit/bitcoin/protocol/ping_spec.rb[1:3]                | passed | 0.00012 seconds |
./spec-rspec/unit/bitcoin/protocol/ping_spec.rb[1:4]                | passed | 0.00011 seconds |
./spec-rspec/unit/bitcoin/protocol/ping_spec.rb[1:5]                | passed | 0.00013 seconds |
./spec-rspec/unit/bitcoin/protocol/ping_spec.rb[1:6]                | passed | 0.00065 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:1:1]                | passed | 0.00052 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:1:2]                | passed | 0.00034 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:1:3]                | passed | 0.00011 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:2:1]                | passed | 0.00041 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:2:2]                | passed | 0.00038 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:3:1]                | passed | 0.00042 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:3:2]                | passed | 0.00044 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:4:1]                | passed | 0.00053 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:5:1]                | passed | 0.00055 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:6:1]                | passed | 0.00071 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:7:1]                | passed | 0.00053 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:8:1]                | passed | 0.00058 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:9]                  | passed | 0.00068 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:10]                 | passed | 0.00155 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:11]                 | passed | 0.00117 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:12]                 | passed | 0.00153 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:13]                 | passed | 0.00361 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:14]                 | passed | 0.00033 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:15:1]               | passed | 0.00013 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:16:1]               | passed | 0.00023 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:17]                 | passed | 3.24 seconds    |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:18]                 | passed | 0.00696 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:19:1]               | passed | 0.00593 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:19:2]               | passed | 0.09985 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:20]                 | passed | 0.00034 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:21]                 | passed | 0.0007 seconds  |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:22:1]               | passed | 0.00008 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:22:2]               | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:22:3]               | passed | 0.00014 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:22:4]               | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:23]                 | passed | 0.00042 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:24]                 | passed | 0.0013 seconds  |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:25]                 | passed | 0.00058 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:26:1]               | passed | 0.00688 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:26:2]               | passed | 0.00505 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:26:3]               | passed | 0.00131 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:26:4]               | passed | 0.00203 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:27]                 | passed | 0.00094 seconds |
./spec-rspec/unit/bitcoin/protocol/tx_spec.rb[1:28:1]               | passed | 0.02555 seconds |
./spec-rspec/unit/bitcoin/protocol/txin_spec.rb[1:1:1]              | passed | 0.00017 seconds |
./spec-rspec/unit/bitcoin/protocol/txin_spec.rb[1:2]                | passed | 0.00032 seconds |
./spec-rspec/unit/bitcoin/protocol/txin_spec.rb[1:3]                | passed | 0.00011 seconds |
./spec-rspec/unit/bitcoin/protocol/txout_spec.rb[1:1]               | passed | 0.00069 seconds |
./spec-rspec/unit/bitcoin/protocol/txout_spec.rb[1:2]               | passed | 0.00214 seconds |
./spec-rspec/unit/bitcoin/protocol/txout_spec.rb[1:3]               | passed | 0.00008 seconds |
./spec-rspec/unit/bitcoin/protocol/version_spec.rb[1:1]             | passed | 0.00128 seconds |
./spec-rspec/unit/bitcoin/protocol/version_spec.rb[1:2]             | passed | 0.00016 seconds |
./spec-rspec/unit/bitcoin/protocol/version_spec.rb[1:3]             | passed | 0.00027 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:1]               | passed | 0.00022 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:2]               | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:3]               | passed | 0.00013 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:4]               | passed | 0.00011 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:5]               | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:6]               | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:7]               | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:8]               | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:9]               | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:10]              | passed | 0.00008 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:11]              | passed | 0.00011 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:12]              | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:13]              | passed | 0.00013 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:14]              | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:15]              | passed | 0.00014 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:16]              | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:17]              | passed | 0.00011 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:18]              | passed | 0.00012 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:19]              | passed | 0.00016 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:20]              | passed | 0.00008 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:21]              | passed | 0.00007 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:22]              | passed | 0.00015 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:23]              | passed | 0.00012 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:24]              | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:25]              | passed | 0.00007 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:26]              | passed | 0.0001 seconds  |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:27]              | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:28]              | passed | 0.00009 seconds |
./spec-rspec/unit/bitcoin/script/opcodes_spec.rb[1:29]              | passed | 0.00014 seconds |
